LOGIN	ecogle	Feb 09 2017	9:24AM
LOGIN	ecogle	Feb 09 2017	9:27AM
LOGIN	ecogle	Feb 09 2017	9:36AM
LOGIN	ecogle	Feb 09 2017	9:43AM
LOGIN	ecogle	Feb 09 2017	9:46AM
LOGIN	ecogle	Feb 09 2017	9:58AM
LOGIN	ecogle	Feb 09 2017	10:08AM
LOGIN	ecogle	Feb 09 2017	10:14PM
LOGIN	ecogle	Feb 09 2017	10:20PM
LOGIN	ecogle	Feb 09 2017	10:22PM
LOGIN	ecogle	Feb 09 2017	11:15PM
LOGIN	ecogle	Feb 09 2017	11:41PM
LOGIN	ecogle	Feb 09 2017	11:48PM
LOGIN	ecogle	Feb 09 2017	11:49PM
LOGIN	ecogle	Feb 09 2017	11:50PM
LOGIN	ecogle	Feb 09 2017	11:50PM
LOGIN	ecogle	Feb 09 2017	11:51PM
LOGIN	ecogle	Feb 09 2017	11:52PM
LOGIN	ecogle	Feb 09 2017	11:53PM
LOGIN	ecogle	Feb 09 2017	11:58PM
LOGIN	ecogle	Feb 10 2017	12:06AM
LOGIN	ecogle	Feb 11 2017	8:51PM
LOGINFAIL	ecogle	Feb 11 2017	9:59PM
LOGIN	ecogle	Feb 11 2017	9:59PM
LOGIN	ecogle	Feb 12 2017	10:56AM
LOGIN	ecogle	Feb 12 2017	11:00AM
LOGIN	ecogle	Feb 12 2017	4:11PM
LOGIN	ecogle	Feb 12 2017	4:13PM
LOGIN	ecogle	Feb 12 2017	4:14PM
LOGIN	ecogle	Feb 12 2017	4:23PM
LOGIN	ecogle	Feb 12 2017	4:24PM
LOGIN	ecogle	Feb 12 2017	4:24PM
LOGIN	ecogle	Feb 12 2017	4:25PM
LOGIN	ecogle	Feb 12 2017	4:31PM
LOGIN	ecogle	Feb 12 2017	4:31PM
LOGIN	ecogle	Feb 12 2017	4:33PM
LOGIN	ecogle	Feb 12 2017	4:34PM
LOGIN	ecogle	Feb 12 2017	4:38PM
LOGIN	ecogle	Feb 12 2017	4:40PM
LOGIN	ecogle	Feb 12 2017	4:41PM
LOGIN	ecogle	Feb 12 2017	4:45PM
LOGIN	ecogle	Feb 12 2017	4:47PM
LOGIN	ecogle	Feb 12 2017	4:48PM
LOGIN	ecogle	Feb 12 2017	4:51PM
LOGIN	ecogle	Feb 12 2017	4:56PM
LOGIN	ecogle	Feb 12 2017	4:57PM
LOGIN	ecogle	Feb 12 2017	5:04PM
LOGIN	ecogle	Feb 12 2017	5:06PM
LOGIN	ecogle	Feb 12 2017	5:06PM
LOGIN	ecogle	Feb 12 2017	5:10PM
LOGIN	ecogle	Feb 12 2017	5:10PM
LOGIN	ecogle	Feb 12 2017	5:10PM
LOGIN	ecogle	Feb 12 2017	5:40PM
LOGIN	ecogle	Feb 12 2017	8:37PM
LOGIN	ecogle	Feb 12 2017	8:41PM
LOGIN	ecogle	Feb 12 2017	9:11PM
LOGIN	ecogle	Feb 12 2017	9:11PM
LOGIN	ecogle	Feb 12 2017	9:13PM
LOGIN	ecogle	Feb 12 2017	9:15PM
LOGIN	ecogle	Feb 12 2017	9:16PM
LOGIN	ecogle	Feb 12 2017	9:17PM
LOGIN	ecogle	Feb 12 2017	9:20PM
LOGIN	ecogle	Feb 12 2017	9:23PM
LOGIN	ecogle	Feb 12 2017	9:26PM
LOGIN	ecogle	Feb 12 2017	9:28PM
LOGIN	ecogle	Feb 12 2017	9:29PM
LOGIN	ecogle	Feb 12 2017	9:30PM
LOGIN	ecogle	Feb 12 2017	9:36PM
LOGIN	ecogle	Feb 12 2017	9:37PM
LOGIN	ecogle	Feb 12 2017	10:02PM
LOGIN	ecogle	Feb 12 2017	10:51PM
LOGIN	ecogle	Feb 12 2017	10:54PM
LOGIN	ecogle	Feb 12 2017	10:58PM
LOGIN	ecogle	Feb 12 2017	10:59PM
LOGIN	ecogle	Feb 12 2017	11:04PM
LOGIN	ecogle	Feb 12 2017	11:06PM
LOGIN	ecogle	Feb 12 2017	11:06PM
LOGIN	ecogle	Feb 12 2017	11:07PM
LOGIN	ecogle	Feb 12 2017	11:11PM
LOGIN	ecogle	Feb 12 2017	11:13PM
LOGIN	ecogle	Feb 12 2017	11:15PM
LOGIN	ecogle	Feb 12 2017	11:19PM
LOGIN	ecogle	Feb 12 2017	11:21PM
LOGIN	ecogle	Feb 12 2017	11:22PM
LOGIN	ecogle	Feb 12 2017	11:36PM
LOGIN	ecogle	Feb 12 2017	11:40PM
LOGIN	ecogle	Feb 12 2017	11:49PM
LOGIN	ecogle	Feb 12 2017	11:51PM
LOGIN	ecogle	Feb 12 2017	11:53PM
LOGIN	ecogle	Feb 12 2017	11:57PM
LOGIN	ecogle	Feb 12 2017	11:59PM
LOGIN	ecogle	Feb 13 2017	12:02AM
LOGIN	ecogle	Feb 13 2017	12:04AM
LOGIN	ecogle	Feb 13 2017	12:09AM
LOGIN	ecogle	Feb 13 2017	12:11AM
LOGIN	ecogle	Feb 13 2017	12:24AM
LOGIN	ecogle	Feb 13 2017	12:26AM
LOGIN	ecogle	Feb 13 2017	12:28AM
LOGIN	ecogle	Feb 13 2017	12:39AM
LOGIN	ecogle	Feb 13 2017	12:43AM
LOGIN	ecogle	Feb 13 2017	12:46AM
LOGIN	ecogle	Feb 13 2017	7:13AM
LOGIN	ecogle	Feb 13 2017	7:15AM
LOGIN	ecogle	Feb 13 2017	7:21AM
LOGIN	ecogle	Feb 13 2017	9:49AM
LOGIN	ecogle	Feb 13 2017	9:54AM
LOGIN	ecogle	Feb 13 2017	9:55AM
LOGIN	ecogle	Feb 13 2017	9:56AM
LOGIN	ecogle	Feb 13 2017	9:56AM
LOGIN	ecogle	Feb 13 2017	9:57AM
LOGIN	ecogle	Feb 13 2017	9:59AM
LOGIN	ecogle	Feb 13 2017	10:00AM
LOGIN	ecogle	Feb 13 2017	10:01AM
LOGIN	ecogle	Feb 13 2017	10:01AM
LOGIN	ecogle	Feb 13 2017	10:02AM
LOGIN	ecogle	Feb 13 2017	10:03AM
LOGIN	ecogle	Feb 13 2017	10:04AM
LOGIN	ecogle	Feb 13 2017	10:24AM
LOGIN	ecogle	Feb 13 2017	10:26AM
LOGIN	ecogle	Feb 13 2017	10:26AM
LOGIN	ecogle	Feb 13 2017	10:27AM
LOGIN	ecogle	Feb 13 2017	10:28AM
LOGIN	ecogle	Feb 13 2017	10:34AM
LOGIN	ecogle	Feb 13 2017	10:35AM
LOGIN	ecogle	Feb 13 2017	10:37AM
LOGIN	ecogle	Feb 13 2017	10:38AM
LOGIN	ecogle	Feb 13 2017	11:01AM
LOGIN	ecogle	Feb 13 2017	11:02AM
LOGIN	ecogle	Feb 13 2017	11:04AM
LOGIN	ecogle	Feb 13 2017	11:19AM
LOGIN	ecogle	Feb 13 2017	11:20AM
LOGIN	ecogle	Feb 13 2017	11:21AM
LOGIN	ecogle	Feb 13 2017	11:23AM
LOGIN	ecogle	Feb 13 2017	11:23AM
LOGIN	ecogle	Feb 13 2017	11:24AM
LOGIN	ecogle	Feb 13 2017	11:26AM
LOGIN	ecogle	Feb 13 2017	11:28AM
LOGIN	ecogle	Feb 13 2017	11:30AM
LOGIN	ecogle	Feb 13 2017	11:31AM
LOGIN	ecogle	Feb 13 2017	11:32AM
LOGIN	ecogle	Feb 13 2017	3:05PM
LOGIN	ecogle	Feb 13 2017	3:06PM
LOGIN	ecogle	Feb 13 2017	3:07PM
LOGIN	ecogle	Feb 13 2017	3:09PM
LOGIN	ecogle	Feb 13 2017	3:19PM
LOGIN	ecogle	Feb 13 2017	3:21PM
LOGIN	ecogle	Feb 13 2017	3:36PM
LOGIN	ecogle	Feb 13 2017	3:40PM
LOGIN	ecogle	Feb 13 2017	3:44PM
LOGIN	ecogle	Feb 13 2017	3:45PM
LOGIN	ecogle	Feb 13 2017	3:47PM
LOGIN	ecogle	Feb 13 2017	4:05PM
LOGIN	ecogle	Feb 13 2017	4:09PM
LOGIN	ecogle	Feb 13 2017	4:10PM
LOGIN	ecogle	Feb 13 2017	4:16PM
LOGIN	ecogle	Feb 13 2017	4:20PM
LOGIN	ecogle	Feb 14 2017	5:42AM
LOGIN	ecogle	Feb 14 2017	12:55PM
LOGIN	ecogle	Feb 14 2017	12:55PM
LOGIN	ecogle	Feb 14 2017	1:08PM
LOGIN	ecogle	Feb 14 2017	1:09PM
LOGIN	ecogle	Feb 14 2017	1:10PM
LOGIN	ecogle	Feb 14 2017	1:11PM
LOGIN	ecogle	Feb 14 2017	1:13PM
LOGIN	ecogle	Feb 14 2017	1:23PM
LOGIN	ecogle	Feb 14 2017	1:25PM
LOGIN	ecogle	Feb 14 2017	1:55PM
LOGIN	ecogle	Feb 14 2017	2:06PM
LOGIN	ecogle	Feb 14 2017	2:07PM
LOGIN	ecogle	Feb 14 2017	2:14PM
LOGIN	ecogle	Feb 14 2017	2:35PM
LOGIN	ecogle	Feb 14 2017	2:35PM
LOGIN	ecogle	Feb 14 2017	2:39PM
LOGIN	ecogle	Feb 14 2017	2:41PM
LOGIN	ecogle	Feb 14 2017	2:41PM
LOGIN	ecogle	Feb 14 2017	2:42PM
LOGIN	ecogle	Feb 14 2017	3:03PM
LOGIN	ecogle	Feb 14 2017	3:06PM
LOGIN	ecogle	Feb 14 2017	3:08PM
LOGIN	ecogle	Feb 14 2017	3:11PM
LOGIN	ecogle	Feb 14 2017	3:35PM

LOGIN	ecogle	Feb 16 2017	11:29AM
LOGIN	ecogle	Feb 16 2017	1:13PM
LOGIN	ecogle	Feb 16 2017	1:28PM
LOGIN	ecogle	Feb 16 2017	1:57PM
LOGIN	ecogle	Feb 16 2017	1:59PM
LOGIN	ecogle	Feb 16 2017	2:07PM
LOGIN	ecogle	Feb 16 2017	5:26PM
LOGIN	ecogle	Feb 16 2017	5:27PM
LOGIN	ecogle	Feb 16 2017	5:54PM
LOGIN	ecogle	Feb 16 2017	5:57PM
LOGIN	ecogle	Feb 16 2017	5:59PM
LOGIN	ecogle	Feb 16 2017	6:01PM
LOGIN	ecogle	Feb 16 2017	6:02PM
LOGIN	ecogle	Feb 16 2017	6:12PM
